Name,Description,Author,Comment,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Lonely Wizbot,Reroll these dice|[moxblue]: Gain 2 dice|[gray]PICK ME PICK ME PICK ME!![],Trobby,,2,givedice(); givedice(); if(getstatusself(~moxblue~)==1){givedice(); givedice();} else {self.textparticle(~Needs STIMULATION!~);target.textparticle(~SENSORY DEPRIVATION!~);},,EVEN|ODD,,BRIGHTCYAN,,,,,0,YES,NO,excludefromrandomlists|weakenavoid|weakenimmune|talking,,,,runscript(~quickmod/talkingcardhandler~|[self|target|e|e.name+e.namemodifier]);,,,,,,,,
OLD[underscore]DATA,...Dee <3 — 04/28/2023 12:07 PMOHI thou[moxall]ght someone else wa[fire]s serving was I wrong[fire][ice][shock][silence]99Ftrollbreeder — 04/2|8/2023 12:11 PMi havent even hea[silence]rd a peep of de[big]vlog fro[confuse]m td yetD|ee <3 — 04[bigish]/28/2023 12:18 PM|[huge]i'd make it flying carpe|[bigish]tlike so you can put a 10 or have green mox,Trobby,- END OF WITCH EPISODE 2 - Secret alt ending item,2,inflict(~quickmod_error~|9182344890109280129);,,COUNTDOWN,111,GRAY,,,,,0,NO,YES,excludefromrandomlists|curseavoid|weakenavoid|weakenimmune|totemblue,,,,,,,,,,,,
Plasma Dagger,Do [sword]5 damage|(maintains [fury]Fury[]),CoolDude,,1,attack(5);,Plasma Gun,COUNTDOWN,6,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Plasma Dagger_upgraded,Do [sword]7 damage|(maintains [fury]Fury[]),CoolDude,,1,attack(7);,Plasma Gun,COUNTDOWN,6,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Plasma Dagger_downgraded,Do [sword]2 damage|(maintains [fury]Fury[]),CoolDude,,1,attack(2);,Plasma Gun,COUNTDOWN,6,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Accelerator,Reduce the countdowns|on all equipment by 4|,CoolDude,,1,boostcountdowns(4);,Accelerate,REQUIRE1,,GREEN,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Accelerator_upgraded,Reduce the countdowns|on all equipment by 4|,CoolDude,,1,boostcountdowns(4);,Accelerate,MAX2,,GREEN,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Accelerator__downgraded,Reduce the countdowns|on all equipment by 2|,CoolDude,,1,boostcountdowns(2);,Accelerate,REQUIRE1,,GREEN,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
The Limoncello,Do [fire]<d6> damage and [fire]1 burn|On 8: Reuse this,Trobby/Adr,Thanks ADR for the idea; non-mox version,2,attack(d*2|FIRE); sfxdamage(target|d); inflict(FIRE); sfx(~_burn~); if(d == 4) { bonus(100); },Replicate,DOUBLES|DOUBLES,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,self.setvar(~limoncello~|0);,,,,,,var evencost = false; if(d == 4) { evencost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~limoncello~)) { if(self.getvar(~limoncello~) == 1){ self.setvar(~limoncello~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
The Limoncello_upgraded,Do [fire]<d6> damage and [fire]1 burn|On 8: Reuse this,Trobby/Adr,Thanks ADR for the idea; non-mox version,2,attack(d|FIRE); sfxdamage(target|d); inflict(FIRE); sfx(~_burn~); if(d == 8) { bonus(100); },Replicate,NORMAL|NORMAL,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,self.setvar(~limoncello~|0);,,,,,,var evencost = false; if(d == 4) { evencost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~limoncello~)) { if(self.getvar(~limoncello~) == 1){ self.setvar(~limoncello~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
The Limoncello_downgraded,Do [fire]<slotdoubles> damage and [fire]1 burn|On double 4: Reuse this,Trobby/Adr,Thanks ADR for the idea; non-mox version,2,attack(d|FIRE); sfxdamage(target|d); inflict(FIRE); sfx(~_burn~); if(d == 8) { bonus(100); },Replicate,NORMAL|NORMAL,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,self.setvar(~limoncello~|0);,,,,,,var evencost = false; if(d == 4) { evencost = true; } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~limoncello~)) { if(self.getvar(~limoncello~) == 1){ self.setvar(~limoncello~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
Black Mist,Inflict [stun]dizzy,Trobby,Kraken inflicts funny status,1,inflict(~dizzy~); sfx(~_shock~|~~|0.2); bonus(600);,,REQUIRE5,,YELLOW,simplify,change_power,,,0,NO,NO,,,,,,,,,,,,,
Black Mist_downgraded,Inflict [stun]dizzy,Trobby,Kraken inflicts funny status,1,inflict(~dizzy~); sfx(~_shock~|~~|0.2); bonus(600);,,NORMAL|NORMAL,10,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,
Deep Slumber,Heal [heal]<d6> health|,Trobby,Kraken mitigates self damage from Starvation,2,attackself(-d); if(self.hp < self.maxhp) bonus(500 * d); sfx(~_heal~);,,MAX2,,GREEN,change_power,decreaserange,,,2,YES,NO,,,,,,,,,,,,,
Deep Slumber_upgraded,Heal [heal]<d6> health|,Trobby,Kraken mitigates self damage from Starvation,2,attackself(-d); if(self.hp < self.maxhp) bonus(500 * d); sfx(~_heal~);,,MAX2,,GREEN,,,,,3,YES,NO,,,,,,,,,,,,,
Dicetrap,Lock dice that roll <d6>|Do [lock]<d6> damage,Trobby,Bounty hunter,1,inflict(~counter_~ + d); sfx(~_lock~|~~|0.2); attack(d|LOCK); sfxdamage(target|d);,,NORMAL,,PURPLE,change_power,complicate,,,0,NO,NO,,,,,,,,,,,,,
Dicetrap_upgraded,Lock dice that roll <d6>|Do [lock]<d6> damage|,Trobby,Bounty hunter,1,inflict(~counter_~ + d); sfx(~_lock~|~~|0.2); attack(d|LOCK); sfxdamage(target|d);,,NORMAL,,PURPLE,change_power,complicate,,,2,NO,NO,,,,,,,,,,,,,
Black Market Exchanges,Sell enemy's locked dice|for [gold]1 a piece,Trobby,Bounty hunter,2,inflict(~lockedgoldtarget~); bonus(1000);,,COUNTDOWN,7,GRAY,threequartercountdown,noeffect,,,0,YES,NO,excludefromrandomlists,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~);,,,,,,,,,,
Golden Claw,Do [sword]<d6> damage|(Cost: [gold]2[;] you have [gold]<gold>[]),Terry,Ported from reunion and modified for balance,1,if(self.gold >= 2) { attack(d); sfxdamage(target|d); self.gold-=2; } else { bonus(-2000); },,NORMAL|FREE3,,YELLOW,change_power,change_power,,,0,NO,NO,reunion|excludefromrandomlists,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~);,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~); if(self.gold < 2){ e.changecolour(~gray~); } else { e.changecolour(~yellow~); },,var itemcost = 2; if(e.equipmentcol == 0) { if(self.gold >= itemcost){ e.animate(~flashandshake~); e.changecolour(~yellow~); } }else{ if(self.gold < itemcost){ e.animate(~flashandshake~); e.changecolour(~gray~); } },,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~); if(self.gold < 2){ e.changecolour(~gray~); } else { e.changecolour(~yellow~); },var itemcost = 2; if(self.gold < itemcost){ e.animate(~error~); if(e.assigneddice != null) { for(dc in e.assigneddice) { if(dc != null) { dc.consumed = true; dc.dicealpha = 0; } }  } },,,
Golden Claw_upgraded,Do [sword]<d6> damage|(Cost: [gold]2[;] you have [gold]<gold>[]),Terry,Ported from reunion and modified for balance,1,if(self.gold >= 2) { attack(d); sfxdamage(target|d); self.gold-=2; } else { bonus(-2000); },,NORMAL|FREE5,,YELLOW,,,,,0,NO,NO,reunion|excludefromrandomlists,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~);,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~); if(self.gold < 2){ e.changecolour(~gray~); } else { e.changecolour(~yellow~); },,var itemcost = 2; if(e.equipmentcol == 0) { if(self.gold >= itemcost){ e.animate(~flashandshake~); e.changecolour(~yellow~); } }else{ if(self.gold < itemcost){ e.animate(~flashandshake~); e.changecolour(~gray~); } },,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~); if(self.gold < 2){ e.changecolour(~gray~); } else { e.changecolour(~yellow~); },var itemcost = 2; if(self.gold < itemcost){ e.animate(~error~); if(e.assigneddice != null) { for(dc in e.assigneddice) { if(dc != null) { dc.consumed = true; dc.dicealpha = 0; } }  } },,,
Golden Claw_downgraded,Do [sword]<d6> damage|(Cost: [gold]3[;] you have [gold]<gold>[]),Terry,Ported from reunion and modified for balance,1,if(self.gold >= 3) { attack(d); sfxdamage(target|d); self.gold-=3; } else { bonus(-2000); },,NORMAL|FREE3,,YELLOW,,,,,0,NO,NO,reunion|excludefromrandomlists,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~);,,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~); if(self.gold < 2){ e.changecolour(~gray~); } else { e.changecolour(~yellow~); },,var itemcost = 3; if(e.equipmentcol == 0) { if(self.gold >= itemcost){ e.animate(~flashandshake~); e.changecolour(~yellow~); } }else{ if(self.gold < itemcost){ e.animate(~flashandshake~); e.changecolour(~gray~); } },,if(!self.hasstatus(~reunionshowgold~)) inflictself(~reunionshowgold~); if(self.gold < 2){ e.changecolour(~gray~); } else { e.changecolour(~yellow~); },var itemcost = 2; if(self.gold < itemcost){ e.animate(~error~); if(e.assigneddice != null) { for(dc in e.assigneddice) { if(dc != null) { dc.consumed = true; dc.dicealpha = 0; } }  } },,,
Medirang,Heal [heal]<double>|Enemy heals [heal]<d6>,Trobby,Wacky healing crystal?,1,attack(-d); sfx(~_heal~); boomerang(-d*2); sfx(~_heal~|~~|1.1); if(self.hp < self.maxhp) bonus(500 * d);,,MAX3,,GREEN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Medirang_upgraded,Heal [heal]<double> and cure [poison]2|Enemy heals [heal]2 and cure [poison]1,Trobby,Dumbest upgrade ever,1,attack(-d); sfx(~_heal~); removestatus(POISON| 1); boomerang(-d*2); sfx(~_heal~|~~|1.1); removestatusself(POISON| 2); if(self.hp < self.maxhp) { bonus(500 * d); },,MAX4,,GREEN,,,,,0,NO,NO,,,,,,,,,,,,,
Medirang_downgraded,Heal [heal]<double>|Enemy heals [heal]<double>,Trobby,a lot of undone progress,1,attack(-d*2); sfx(~_heal~); boomerang(-d*2); sfx(~_heal~|~~|1.1); if(self.hp < self.maxhp) bonus(500 * d);,,MAX3,,GREEN,,,,,0,NO,NO,,,,,,,,,,,,,
Corpse Maggots,Deal [sword]<half>|Used with the same dice|when you use another item,Trobby,Synergy!,2,attack(target|d/2); sfxdamage(target|d/2);,,NORMAL,,ORANGE,change_power,change_power,,,0,NO,NO,corpsemaggots,,inflictself(~corpsemaggotshandler~);,,,,// Nope its handled by status cuz theres no var for used equipment here,,,,,,
Corpse Maggots_upgraded,Deal [sword]<d6>|Used with the same dice|when you use another item,Trobby,EXTREME SYNERGY!,2,attack(target|d); sfxdamage(target|d);,,NORMAL|NORMAL,,ORANGE,,,,,0,NO,NO,corpsemaggots,,inflictself(~corpsemaggotshandler~);,,,,// Nope its handled by status cuz theres no var for used equipment here,,,,,,
Corpse Maggots_downgraded,Deal [sword]3|Used with the same dice|when you use another item,Trobby,,2,attack(3); sfxdamage(target|3);,,NORMAL,,ORANGE,,,,,0,NO,NO,corpsemaggots,,inflictself(~corpsemaggotshandler~);,,,,// Nope its handled by status cuz theres no var for used equipment here,,,,,,
Corpse Maggots_weakened,Deal [sword]6|Used with the same dice|when you use another item,Trobby,,2,attack(6); sfxdamage(target|6);,,NORMAL|NORMAL,,ORANGE,,,,,0,NO,NO,corpsemaggots,,inflictself(~corpsemaggotshandler~);,,,,// Nope its handled by status cuz theres no var for used equipment here,,,,,,
Dark Arts,Do [sword]<d6> damage|Spend [dodge]1 dodge to reuse,Trobby,Synergizes with Quicksword,1,attack(d); sfxdamage(target|d); if(getstatusself(DODGE)>0) { bonus(100); },,REQUIRE3|FREE1,,RED,change_power,change_power,,,0,NO,NO,,,,self.setvar(~darkarts~|0);,,,,,,var evencost = false; if(getstatusself(DODGE)>0) { evencost = true; removestatusself(DODGE); } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~darkarts~)) { if(self.getvar(~darkarts~) == 1){ self.setvar(~darkarts~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
Dark Arts_upgraded,Do [sword]<d6> damage|Spend [dodge]1 dodge to reuse,Trobby,Synergizes with Quicksword,1,attack(d); sfxdamage(target|d); if(getstatusself(DODGE)>0) { bonus(100); },,MAX3|FREE3,,RED,change_power,change_power,,,0,NO,NO,,,,self.setvar(~darkarts~|0);,,,,,,var evencost = false; if(getstatusself(DODGE)>0) { evencost = true; removestatusself(DODGE); } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~darkarts~)) { if(self.getvar(~darkarts~) == 1){ self.setvar(~darkarts~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
Dark Arts_downgraded,Do [sword]<d6> damage|Spend [dodge]1 dodge to reuse,Trobby,Synergizes with Quicksword,1,attack(d); sfxdamage(target|d); if(getstatusself(DODGE)>0) { bonus(100); },,REQUIRE3,,RED,change_power,change_power,,,0,NO,NO,,,,self.setvar(~darkarts~|0);,,,,,,var evencost = false; if(getstatusself(DODGE)>0) { evencost = true; removestatusself(DODGE); } var furykludge = false; if(self.gamevar != null) { if(self.gamevar.exists(~darkarts~)) { if(self.getvar(~darkarts~) == 1){ self.setvar(~darkarts~|0); furykludge = true; } } } if(evencost && !furykludge) { inflictself(REEQUIPNEXT); sfx(~_recycle~|~~|0.2); },,,
Jazz Solo,Inflict [weaken]1 weaken then|Do[weaken]<d6> damage,CoolDude,,1,inflict(WEAKEN| 1); attack(d| WEAKEN); sfxdamage(target|d);,,MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Jazz Solo_upgraded,Inflict [weaken]1 weaken then|Do[weaken]<d6> damage,CoolDude,,1,inflict(WEAKEN| 2); attack(d| WEAKEN); sfxdamage(target|d);,,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Jazz Solo_downgraded,Do [sword]<d6> damage,CoolDude,,1,attack(d);,,MAX4,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Dynamics,Next turn[;] Swap to Weaken?|from a Parallel Universe,CoolDude,,2,inflict(~altweaken~); sfx(~_weaken~); bonus(1000);,,REQUIRE6,,ORANGE,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Dynamics_upgraded,Next turn[;] Swap to Weaken?|from a Parallel Universe,CoolDude,,2,inflict(~altweaken~); sfx(~_weaken~); bonus(1000);,,MIN5,,ORANGE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Dynamics_downgraded,No effect,CoolDude,,2,,,NORMAL,,ORANGE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Loud Growling,Repeat next action,CoolDude,,2,if(getstatusself(FURY) == 0) { bonus(1000); } else { bonus(-2000); } inflictself(FURY); sfx(~_fury~); ,,COUNTDOWN,18,RED,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Loud Growling_upgraded,Repeat next action,CoolDude,,2,if(getstatusself(FURY) == 0) { bonus(1000); } else { bonus(-2000); } inflictself(FURY); sfx(~_fury~);,,COUNTDOWN,10,RED,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Loud Growling_downgraded,Repeat the next action|For Everyone,CoolDude,,2,if(getstatusself(FURY) == 0) { bonus(1000); } else { bonus(-2000); } inflictself(FURY); sfx(~_fury~); jinx(~Loud Growling~|~Repeat the next action next turn~|~Repeat the next actione~|~inflict(\~FURY\~);~|target|self|1); sfx(~_thinghappens~);,,COUNTDOWN,18,RED,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Loud Growling_weakened,Repeat the next action|For Everyone,CoolDude,,2,if(getstatusself(FURY) == 0) { bonus(1000); } else { bonus(-2000); } inflictself(FURY); sfx(~_fury~); jinx(~Loud Growling~|~Repeat the next action next turn~|~Repeat the next actione~|~inflict(\~FURY\~);~|target|self|1); sfx(~_thinghappens~);,,COUNTDOWN,10,RED,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Puppy Claws,Do [sword]<d6> damage|(maintains [fury]Fury[])|[gray](Reuseable),CoolDude,,1,attack(d); sfxdamage(target|d); bonus(100); ,,MAX2,,YELLOW,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,e.maintainfury = true;,
Puppy Claws_upgraded,Do [sword]<d6> damage|(maintains [fury]Fury[])|[gray](Reuseable),CoolDude,,1,attack(d); sfxdamage(target|d); bonus(100); ,,MAX2|FREE1,,YELLOW,,,,,-1,NO,NO,,,,,,,,,,,,e.maintainfury = true;,
Puppy Claws_downgraded,Do [sword]<d6> damage|(maintains [fury]Fury[])|[gray](Reuseable),CoolDude,,1,attack(d); sfxdamage(target|d);,,MAX1,,YELLOW,,,,,-1,NO,NO,,,,,,,,,,,,e.maintainfury = true;,
Puppy Gnawing,Split the dice|(maintains [fury]Fury[])|[gray](Reuseable),CoolDude,,1,givedice(split(d)| ~splitdice~);,,REQUIRE3,,GREEN,change_power,change_power,,,2,YES,NO,,,,,,,,,,,,e.maintainfury = true;,
Puppy Gnawing_upgraded,Split the dice|(maintains [fury]Fury[])|[gray](Reuseable),CoolDude,,1,givedice(split(d)| ~splitdice~);,,REQUIRE3,,GREEN,,,,,-1,YES,NO,,,,,,,,,,,,e.maintainfury = true;,
Puppy Gnawing_downgraded,Split the dice|(maintains [fury]Fury[])|[gray](Reuseable),CoolDude,,1,givedice(split(d)| ~splitdice~);,,REQUIRE3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,e.maintainfury = true;,
T Flip[hyphen]Flop,Do [sword]4 flip the slot|[gray](Reuseable),CoolDude,Here going down is for Inventor,1,attack(4); sfxdamage(target|d); e.sourceequipment.animate(~flashandshake~); var slots = e.sourceequipment.getslots(); if(slots[0] == ~MAX~ + 2) { e.sourceequipment.changeslots([~MIN~ + 5]); } else {e.sourceequipment.changeslots([~MAX~ + 2]);} ,Plasma Gun,MAX2,,GRAY,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
T Flip[hyphen]Flop_upgraded,Do [sword]2 flip the slot|[gray](Reuseable),CoolDude,,1,attack(2); sfxdamage(target|d); e.sourceequipment.animate(~flashandshake~); var slots = e.sourceequipment.getslots(); if(slots[0] == ~MAX~ + 3) { e.sourceequipment.changeslots([~MIN~ + 4]); } else {e.sourceequipment.changeslots([~MAX~ + 3]);} ,Megaflip,MAX3,,GRAY,,,,,-1,NO,NO,,,,,,,,,,,,,
T Flip[hyphen]Flop_downgraded,Do [sword]6 flip the slot|[gray](Reuseable),CoolDude,,1,attack(6); sfxdamage(target|d); e.sourceequipment.animate(~flashandshake~); var slots = e.sourceequipment.getslots(); if(slots[0] == ~REQUIRE~ + 1) { e.sourceequipment.changeslots([~REQUIRE~ + 6]); } else {e.sourceequipment.changeslots([~REQUIRE~ + 6]);} ,Megaflip,REQUIRE1,,GRAY,,,,,-1,NO,NO,,,,,,,,,,,,,
Nine Shooter,Do [sword]9 damage|[gray](Reuseable),CoolDude,,2,attack(9);,Plasma Gun,NORMAL|NORMAL,9,RED,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Nine Shooter_downgraded,Do [sword]6 damage|[gray](Reuseable),CoolDude,,2,attack(6);,Plasma Gun,NORMAL|NORMAL,9,RED,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Nine Shooter_upgraded,Do [sword]6 damage|[gray](Reuseable),CoolDude,,2,attack(6);,Plasma Gun,COUNTDOWN,9,RED,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Nine Shooter_weakened,Do [sword]3 damage|[gray](Reuseable),CoolDude,,2,attack(3);,Plasma Gun,COUNTDOWN,9,RED,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Slightly Curved Stick,Do [sword]<d6> to enemy[;]|but [sword]2 to yourself|[gray](Reuseable),CoolDude,You can replace Gadget you find something better,1,attack(d); sfxdamage(target|d); boomerang(2);,Pea Gun,MAX2|FREE4,,RED,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Slightly Curved Stick_downgraded,Do [sword]<d6> to enemy[;]|but [sword]2 to yourself|[gray](Reuseable),CoolDude,,1,attack(d); sfxdamage(target|d); boomerang(2);,Pea Gun,MIN5,,RED,,,,,-1,NO,NO,,,,,,,,,,,,,
Slightly Curved Stick_upgraded,Do [sword]<d6> to enemy[;]|but [sword]2 to yourself|[gray](Reuseable),CoolDude,,1,attack(d); sfxdamage(target|d); boomerang(2);,Pea Gun,MAX3|FREE4,,RED,,,,,-1,NO,NO,,,,,,,,,,,,,
Stock Market,Roll a higher dice...|[gray](Reuseable),CoolDude,,1,e.sourceequipment.animate(~flashandshake~); var polarity = (e.sourceequipment.fulldescription.indexOf(~higher~) > -1); if(polarity) { e.sourceequipment.fulldescription = ~Roll a lower dice...[newline]~; e.sourceequipment.changeslots([~MIN~ + 2]); if(d == 1) { givedice(rand([2|3|4|5|6])); } else if(d == 2) { givedice(rand([3|4|5|6])); } else if(d == 3) { givedice(rand([4|5|6])); } else if(d == 4) { givedice(rand([5|6])); } else if(d >= 5) { givedice(6); }} else { e.sourceequipment.fulldescription = ~Roll a higher dice...[newline]~; e.sourceequipment.changeslots([~MAX~ + 5]); if(d == 6) { givedice(rand([5|4|3|2|1])); } else if(d == 5) { givedice(rand([4|3|2|1])); } else if(d == 4) { givedice(rand([3|2|1])); } else if(d == 3) { givedice(rand([2|1])); } else if(d <= 2) { givedice(1); }},,MAX5,,RED,change_power,change_power,,,2,YES,NO,,,,,,,,,,,,,
Stock Market_downgraded,Roll a 4�|[gray](Reuseable),,,1,e.sourceequipment.animate(~flashandshake~); var polarity = (e.sourceequipment.fulldescription.indexOf(~4~) > -1); if(polarity) { e.sourceequipment.fulldescription = ~Roll a 3...[newline]~; e.sourceequipment.changeslots([~MIN~ +2]); givedice(4);} else { e.sourceequipment.fulldescription = ~Roll a 3...[newline]~; e.sourceequipment.changeslots([~MAX~ + 5]); givedice(3);},,MAX5,,RED,,,,,4,YES,NO,,,,,,,,,,,,,
Stock Market_upgraded,Roll a higher dice...|[gray](Reuseable),,Ends Here,1,e.sourceequipment.animate(~flashandshake~); var polarity = (e.sourceequipment.fulldescription.indexOf(~higher~) > -1); if(polarity) { e.sourceequipment.fulldescription = ~Roll a lower dice...[newline]~; e.sourceequipment.changeslots([~MIN~ + 2]); if(d == 1) { givedice(rand([2|3|4|5|6])); } else if(d == 2) { givedice(rand([3|4|5|6])); } else if(d == 3) { givedice(rand([4|5|6])); } else if(d == 4) { givedice(rand([5|6])); } else if(d >= 5) { givedice(6); }} else { e.sourceequipment.fulldescription = ~Roll a higher dice...[newline]~; e.sourceequipment.changeslots([~MAX~ + 5]); if(d == 6) { givedice(rand([5|4|3|2|1])); } else if(d == 5) { givedice(rand([4|3|2|1])); } else if(d == 4) { givedice(rand([3|2|1])); } else if(d == 3) { givedice(rand([2|1])); } else if(d <= 2) { givedice(1); }},,MAX5,,RED,,,,,4,YES,NO,,,,,,,,,,,,,
